timestamps,TP9,AF7,AF8,TP10,Right AUX
1738233856.184,-29.785,-55.176,-33.691,-16.602,-103.516
1738233856.188,17.090,-44.922,-33.203,-10.742,-36.621
1738233856.192,18.555,-52.246,-28.320,-32.227,-68.359
1738233856.196,5.859,-82.520,-25.391,-3.418,409.180
1738233856.200,-32.715,-71.289,-29.297,3.906,347.656
1738233856.203,-56.152,-41.992,-38.574,-43.945,-159.668
1738233856.207,-12.695,-43.457,-48.828,-43.457,-33.691
1738233856.211,18.555,-50.781,-50.781,-6.836,407.715
1738233856.215,-0.977,-41.016,-53.711,-6.836,236.816
1738233856.219,-27.832,-52.246,-67.871,-20.996,-234.863
1738233856.220,-9.766,-56.641,-76.660,-17.090,-243.164
1738233856.224,30.762,-40.527,-79.102,-8.789,-195.312
1738233856.228,39.062,-44.434,-82.031,24.902,-163.574
1738233856.232,25.879,-51.758,-88.867,37.109,-158.203
1738233856.236,10.742,-61.523,-105.957,7.324,-92.773
1738233856.240,19.531,-56.641,-115.723,-12.695,43.457
1738233856.244,50.781,-42.480,-116.211,-20.996,64.941
1738233856.247,66.895,-44.922,-119.629,4.395,-7.324
1738233856.251,39.062,-57.129,-121.582,24.902,106.445
1738233856.255,14.648,-69.336,-126.465,33.203,496.094
1738233856.259,0.000,-55.176,-129.883,-4.395,47.852
1738233856.263,20.020,-46.387,-141.113,-47.852,-301.758
1738233856.266,47.852,-58.105,-149.414,-9.766,-107.910
1738233856.270,38.086,-58.594,-142.578,3.418,-119.141
1738233856.274,4.395,-65.918,-138.184,0.000,-188.477
1738233856.278,-22.949,-71.289,-135.742,3.906,-177.246
1738233856.282,8.301,-53.223,-125.977,4.883,-60.059
1738233856.286,46.875,-46.875,-125.488,9.766,72.266
1738233856.290,41.992,-46.387,-121.094,16.602,124.023
1738233856.293,11.719,-48.828,-109.375,15.137,-81.055
1738233856.297,-11.230,-71.289,-107.910,3.418,454.102
1738233856.301,1.953,-61.035,-102.539,-5.859,814.453
1738233856.305,31.250,-34.668,-99.609,-4.883,0.977
1738233856.309,32.227,-45.410,-101.562,-7.812,-230.469
1738233856.310,8.789,-53.223,-99.121,-6.836,-64.941
1738233856.314,-23.926,-63.477,-94.727,-0.488,-187.012
1738233856.318,-11.230,-61.523,-86.914,0.977,-278.809
1738233856.322,13.184,-43.457,-86.426,-6.836,-180.664
1738233856.326,-9.277,-42.969,-83.984,-0.977,-76.172
1738233856.330,-36.621,-50.781,-76.172,9.277,-63.965
1738233856.334,-43.945,-54.688,-78.613,-20.996,-93.750
1738233856.337,-17.090,-50.293,-77.148,-46.387,26.367
1738233856.341,18.555,-34.668,-73.730,-18.555,253.906
1738233856.345,8.301,-27.832,-76.660,-6.836,-67.383
1738233856.349,-5.371,-42.480,-74.219,-15.137,-115.723
1738233856.353,-37.109,-62.012,-75.684,-9.277,110.352
1738233856.355,-39.062,-54.688,-79.102,-20.996,-69.336
1738233856.359,-8.301,-41.504,-75.684,-33.691,-262.695
1738233856.363,-6.348,-43.457,-73.730,-21.484,-186.035
1738233856.367,-12.695,-53.223,-73.242,-21.973,-87.891
1738233856.401,17.578,-60.547,-62.500,-9.766,-129.395
1738233856.405,10.254,-73.242,-53.223,-4.883,-91.797
1738233856.409,-11.230,-89.355,-48.340,9.766,-71.289
1738233856.413,-28.809,-77.148,-57.617,-9.766,-77.148
1738233856.417,-19.043,-62.988,-62.500,-21.484,-205.078
1738233856.421,-12.695,-57.617,-62.988,-7.812,-177.734
1738233856.425,-17.578,-52.734,-61.523,-13.672,113.770
1738233856.428,-25.391,-59.082,-68.848,-36.621,394.531
1738233856.432,-49.805,-60.547,-88.379,-56.152,-14.648
1738233856.436,-25.391,-49.805,-99.609,-51.758,-306.152
1738233856.440,12.207,-41.504,-113.770,-44.434,-182.129
1738233856.444,-5.859,-36.621,-130.371,-65.918,-143.555
1738233856.445,-24.902,-49.805,-144.531,-75.195,-227.539
1738233856.449,-43.945,-66.406,-152.832,-57.617,-215.820
1738233856.453,-31.738,-60.547,-149.902,-40.527,-97.168
1738233856.457,-2.930,-44.434,-141.113,-25.879,-40.527
1738233856.461,-8.301,-51.270,-132.812,-22.461,-82.520
1738233856.465,-14.160,-65.918,-121.094,-11.719,74.707
1738233856.469,-41.016,-85.449,-116.211,-8.301,509.766
1738233856.472,-40.527,-82.031,-108.887,-18.066,430.176
1738233856.476,-0.488,-58.105,-95.703,-24.414,-70.312
1738233856.480,4.395,-64.453,-96.191,-13.672,-103.516
1738233856.484,-0.977,-70.801,-96.191,-21.973,12.207
1738233856.488,-21.484,-76.172,-97.656,-45.898,-145.508
1738233856.491,-51.758,-77.148,-97.656,-46.875,-295.898
