timestamps,TP9,AF7,AF8,TP10,Right AUX
1738232988.997,-15.137,-30.273,-39.062,-40.039,223.633
1738232989.000,-20.508,-22.949,-35.156,-52.246,27.344
1738232989.004,-41.504,-25.879,-41.504,-48.828,-187.012
1738232989.008,-62.988,-37.109,-38.574,-34.180,-184.570
1738232989.012,-52.734,-39.551,-31.738,-32.715,299.805
1738232989.016,-30.762,-29.297,-37.598,-47.852,395.020
1738232989.018,-21.973,-24.902,-37.598,-36.621,-43.945
1738232989.022,-34.668,-36.621,-32.227,-4.395,-113.281
1738232989.026,-59.082,-43.457,-32.227,-7.324,148.926
1738232989.030,-52.246,-34.180,-32.227,-47.363,-16.113
1738232989.034,-27.344,-26.855,-35.645,-71.777,-253.906
1738232989.038,-24.902,-35.156,-39.062,-63.477,23.926
1738232989.042,-41.504,-33.203,-32.715,-47.852,272.949
1738232989.045,-64.941,-27.344,-28.320,-30.762,-44.922
1738232989.049,-60.059,-30.762,-25.391,-27.344,-200.195
1738232989.053,-34.668,-26.855,-28.320,-45.410,-4.395
1738232989.057,-32.227,-22.461,-30.762,-52.246,97.168
1738232989.061,-35.645,-24.414,-24.414,-46.387,-189.941
1738232989.078,-43.457,-26.367,-22.461,-24.414,-221.680
1738232989.082,-42.480,-25.391,-29.297,-12.207,12.695
1738232989.086,-11.230,-21.484,-29.785,-36.621,-90.820
1738232989.090,-2.441,-18.066,-28.809,-34.668,-256.836
1738232989.094,-13.672,-21.484,-33.203,-33.203,-156.250
1738232989.098,-42.480,-24.414,-32.715,-39.062,111.328
1738232989.102,-72.754,-24.902,-29.297,-39.062,108.887
1738232989.105,-53.711,-21.484,-36.621,-42.969,-152.344
1738232989.109,-30.762,-21.484,-34.668,-25.879,-111.328
1738232989.113,-29.297,-21.973,-27.344,-26.855,270.996
1738232989.117,-46.387,-11.719,-30.762,-51.758,42.969
1738232989.121,-64.941,-9.277,-25.879,-53.223,-130.371
1738232989.124,-37.598,-10.254,-23.926,-43.457,138.184
1738232989.128,-12.207,-9.766,-23.926,-21.484,488.281
1738232989.132,-19.043,-13.184,-27.344,-28.320,186.523
1738232989.136,-17.090,-17.578,-34.180,-46.387,-271.973
1738232989.140,-21.484,-17.090,-33.203,-34.668,-121.582
1738232989.144,-17.090,-8.789,-36.133,-25.879,101.074
1738232989.148,6.348,-5.371,-37.109,-18.555,94.238
1738232989.151,19.531,-8.789,-36.133,-14.648,-198.242
1738232989.155,14.160,-9.766,-42.480,-22.949,-107.910
1738232989.159,-23.438,-11.719,-37.598,-4.395,327.148
1738232989.163,-36.133,-9.766,-32.227,-13.672,-20.996
1738232989.167,-18.555,-6.348,-31.250,-29.297,-239.746
1738232989.169,-13.184,-5.371,-31.250,-8.789,-112.305
1738232989.173,-20.996,-0.977,-34.668,-9.766,-178.711
1738232989.177,-33.691,-0.977,-35.156,-16.602,-174.805
1738232989.181,-14.648,-1.953,-37.109,-8.789,-61.035
1738232989.185,13.184,2.441,-36.133,-1.465,-60.059
1738232989.189,24.414,-2.441,-28.809,-4.883,-146.484
1738232989.193,15.625,-16.602,-25.391,-18.066,-74.707
1738232989.196,-11.230,-20.996,-27.832,8.301,-83.984
1738232989.200,-14.648,-31.250,-27.832,57.617,312.012
1738232989.204,1.465,-25.879,-28.320,36.621,416.992
1738232989.208,11.230,-14.648,-27.344,-15.625,-209.473
1738232989.212,13.672,-15.625,-31.738,-31.738,-195.312
1738232989.214,4.395,-20.996,-36.621,-24.414,91.309
1738232989.218,-9.766,-27.832,-31.250,-25.879,-75.195
1738232989.222,0.488,-29.785,-33.691,-35.645,-221.191
1738232989.226,5.859,-32.715,-31.250,-40.039,-145.996
1738232989.230,-4.395,-28.809,-28.320,-27.344,-33.203
1738232989.234,-20.508,-25.391,-25.879,8.301,72.266
1738232989.238,-27.832,-27.832,-27.832,13.672,99.609
1738232989.241,-2.441,-32.715,-32.227,4.883,92.285
1738232989.245,10.254,-42.969,-32.715,1.465,442.383
1738232989.249,-8.789,-40.039,-31.250,-13.672,83.496
1738232989.253,-26.367,-27.344,-24.902,-14.648,-268.066
1738232989.257,-16.113,-29.297,-27.832,-9.766,-28.809
1738232989.260,6.348,-34.180,-36.621,-2.441,-104.004
1738232989.264,5.859,-32.227,-29.785,-7.324,-282.227
1738232989.268,-21.484,-32.227,-25.391,-2.441,-251.953
1738232989.272,-41.504,-28.320,-28.320,16.602,-54.199
1738232989.276,-35.156,-18.555,-30.273,-12.207,-68.848
1738232989.280,-10.742,-19.531,-30.762,-57.617,-60.547
1738232989.284,-1.953,-20.508,-27.832,-55.664,35.156
1738232989.287,2.441,-20.020,-18.066,-26.367,387.695
1738232989.291,-21.484,-21.484,-13.672,-19.531,576.660
1738232989.295,-48.828,-17.578,-21.484,-16.602,-32.715
1738232989.299,-26.367,-20.020,-21.484,-19.531,-246.582
1738232989.303,4.395,-15.625,-17.578,-25.391,-116.211
1738232989.303,2.441,-13.672,-20.020,-24.414,-154.297
1738232989.307,-32.227,-24.414,-20.020,-30.762,-253.906
1738232989.311,-43.457,-27.344,-17.578,-19.043,-116.699
1738232989.315,-25.391,-18.555,-26.367,-15.137,17.090
1738232989.319,-7.324,-17.090,-30.762,-17.090,-177.734
1738232989.323,14.648,-21.973,-17.090,9.277,-208.008
1738232989.327,-13.184,-37.598,-8.301,23.438,28.320
1738232989.330,-67.383,-49.805,-22.949,38.574,578.125
1738232989.334,-47.852,-49.316,-34.180,17.578,396.484
1738232989.338,-10.742,-54.199,-25.879,-71.289,-201.660
1738232989.342,-7.324,-31.738,-20.508,-93.262,-43.457
1738232989.346,-33.203,-14.160,-23.926,-64.453,-22.461
1738232989.394,-44.434,-15.137,-29.785,-60.059,-201.660
1738232989.398,-28.809,-15.137,-27.832,-44.434,-197.266
1738232989.402,-10.742,-16.113,-20.508,-39.062,-140.625
1738232989.406,1.953,-18.555,-24.902,-34.180,-177.734
1738232989.399,-3.418,-21.484,-32.227,-23.926,-81.543
1738232989.403,-8.301,-22.461,-40.039,-11.230,66.895
1738232989.407,-24.414,-17.090,-54.199,-10.742,22.949
1738232989.411,0.488,-21.973,-42.480,12.207,-127.930
1738232989.415,22.461,-42.969,-46.875,23.926,-181.641
1738232989.419,10.742,-24.902,-37.109,0.000,-5.859
1738232989.423,-8.301,-17.090,-25.879,-31.738,177.246
1738232989.426,29.785,-40.039,-35.645,-49.805,-46.387
1738232989.430,1.465,-54.199,-43.945,-33.203,-256.348
1738232989.434,-80.566,-61.035,-46.875,-16.602,20.508
1738232989.438,-54.199,-65.430,-43.945,-52.734,278.809
1738232989.442,-40.039,-36.133,-48.828,-62.012,-115.723
1738232989.441,-17.090,-18.066,-57.617,-40.039,-268.066
1738232989.445,8.301,-65.430,-55.664,-11.230,89.844
1738232989.449,-27.344,-78.613,-56.152,6.348,271.973
1738232989.453,-44.922,-49.316,-63.477,9.766,63.965
1738232989.457,-37.109,-18.555,-66.406,-12.207,-123.047
1738232989.461,-19.043,-12.207,-62.012,-9.766,196.777
1738232989.465,-20.996,-6.836,-59.082,6.836,799.316
1738232989.468,-10.254,2.930,-65.430,4.883,659.180
1738232989.472,12.695,-2.930,-72.266,-26.855,25.391
1738232989.476,4.395,-22.461,-71.777,-24.414,-120.605
1738232989.480,-10.254,-25.391,-75.684,-9.766,-194.336
1738232989.484,-41.992,-34.668,-78.125,-32.715,-223.633
1738232989.513,-43.457,-60.547,-76.172,-27.344,-40.527
1738232989.517,-9.766,-62.988,-73.242,-35.645,-72.266
1738232989.521,16.113,-62.500,-69.824,-34.668,-188.965
1738232989.525,25.879,-72.754,-70.312,-19.531,-267.578
1738232989.529,15.625,-93.750,-64.941,-3.418,-21.484
1738232989.533,8.301,-103.516,-63.477,13.672,595.703
1738232989.537,29.785,-91.797,-66.406,20.020,414.062
1738232989.540,57.129,-93.262,-64.453,17.090,-27.344
1738232989.544,55.664,-104.004,-56.641,30.273,64.941
1738232989.548,39.062,-95.215,-57.617,43.945,-51.758
1738232989.552,25.879,-84.473,-60.547,31.738,-206.055
1738232989.556,62.500,-77.637,-65.430,29.785,-237.305
1738232989.558,91.797,-72.754,-75.684,-1.953,-41.504
1738232989.562,68.848,-76.660,-78.125,-13.672,154.297
1738232989.566,45.410,-70.312,-78.613,7.324,-164.062
1738232989.570,32.227,-70.801,-72.266,8.789,-229.980
1738232989.574,58.594,-67.871,-68.359,26.855,45.898
1738232989.578,75.195,-61.523,-70.312,43.457,108.887
1738232989.582,64.453,-62.500,-63.477,36.133,-45.410
1738232989.585,40.039,-64.941,-54.688,22.461,-85.938
1738232989.589,21.484,-67.871,-51.758,-7.324,89.844
1738232989.593,33.203,-62.988,-47.852,-33.691,-88.379
1738232989.597,42.969,-58.594,-41.504,-25.391,-298.340
1738232989.601,41.504,-60.059,-36.621,-2.441,-233.887
1738232989.588,24.902,-65.918,-37.598,-1.465,446.289
1738232989.592,1.465,-68.848,-35.645,-28.809,673.828
1738232989.596,3.906,-65.430,-27.344,-43.457,-16.602
1738232989.600,19.531,-60.547,-20.996,-29.785,-270.996
1738232989.604,4.883,-59.082,-18.555,-17.090,-214.844
1738232989.608,-19.043,-65.918,-24.414,-9.277,-129.883
1738232989.612,-49.805,-69.824,-30.762,-25.879,-18.066
1738232989.615,-46.387,-60.059,-26.855,-47.852,-17.090
1738232989.619,-36.621,-58.594,-27.344,-52.734,-138.672
1738232989.623,-34.668,-68.848,-27.832,-45.898,-227.539
1738232989.627,-29.297,-72.266,-23.438,-39.062,-139.160
1738232989.631,-39.551,-72.266,-18.066,-48.340,59.082
1738232989.633,-40.527,-75.195,-16.602,-66.406,464.844
1738232989.637,-33.203,-75.684,-16.602,-50.781,78.125
1738232989.641,-24.902,-66.895,-11.230,-28.809,-287.598
1738232989.645,-21.484,-62.012,-7.812,-32.227,-149.902
1738232989.649,-46.875,-62.012,-12.207,-26.367,-199.707
1738232989.653,-49.805,-57.129,-6.348,-26.367,-96.191
1738232989.657,-24.414,-57.129,-0.488,-29.297,8.301
1738232989.660,-11.230,-56.152,-2.441,-22.949,249.023
1738232989.664,-24.414,-55.176,-2.930,-30.762,128.418
1738232989.668,-36.133,-54.688,2.441,-30.762,-261.719
1738232989.672,-41.992,-49.805,5.371,-21.973,-243.652
1738232989.676,-38.086,-46.875,4.395,-10.254,-144.531
1738232989.694,-31.250,-46.875,1.465,-4.883,-47.363
1738232989.698,-37.598,-51.758,-0.488,-23.926,-151.855
1738232989.702,-56.152,-51.758,-8.301,-40.039,-146.973
1738232989.706,-51.758,-47.363,-5.371,-34.180,304.199
1738232989.710,-28.320,-43.945,-1.953,-34.668,89.355
1738232989.714,-18.555,-48.340,-2.441,-34.668,-164.062
1738232989.718,-22.949,-53.711,-3.906,-20.996,74.219
1738232989.721,-31.738,-53.711,-8.789,-15.625,325.684
1738232989.725,-44.434,-54.199,-16.602,-17.578,-34.180
1738232989.729,-40.527,-48.828,-19.043,-38.086,-277.344
1738232989.733,-26.367,-48.828,-10.254,-43.457,-151.367
1738232989.737,-32.227,-47.363,-14.648,-30.273,-192.383
1738232989.723,-48.828,-42.480,-19.531,-29.785,-266.113
1738232989.727,-29.785,-40.039,-17.578,1.465,-258.301
1738232989.731,0.977,-34.668,-3.418,13.672,-19.531
1738232989.735,-29.297,-35.645,2.930,-58.594,22.461
1738232989.739,-27.344,-34.180,-6.836,-67.871,-206.055
1738232989.743,-29.297,-30.762,-8.301,-16.113,-112.305
1738232989.747,-69.336,-34.668,-2.441,-42.969,318.359
1738232989.750,-54.199,-36.133,-10.254,-63.965,56.152
1738232989.754,-36.133,-35.156,-11.230,-24.902,-288.574
1738232989.758,-41.016,-37.109,-7.812,-19.043,-164.062
1738232989.762,-39.062,-34.668,-14.160,-51.270,281.738
1738232989.766,-59.570,-34.668,-16.602,-67.383,240.234
1738232989.768,-67.871,-37.109,-17.578,-60.547,-123.535
1738232989.772,-49.805,-35.645,-18.066,-40.039,-44.922
1738232989.776,-29.297,-28.809,-8.789,-12.695,118.164
1738232989.780,-33.203,-23.438,-11.719,-21.484,-131.836
1738232989.784,-44.434,-22.461,-10.254,-37.109,-283.691
1738232989.788,-20.020,-19.043,-4.395,-35.645,-110.840
1738232989.792,-29.785,-22.949,-13.184,-37.598,77.637
1738232989.795,-46.875,-26.855,-16.113,-33.691,50.781
1738232989.799,-37.109,-21.484,-13.672,-29.785,-192.871
1738232989.803,-57.617,-22.461,-15.137,-33.203,-55.176
1738232989.807,-53.223,-32.227,-10.742,-23.926,307.617
1738232989.811,-23.926,-26.855,-11.230,-30.273,-85.449
1738232989.828,-34.668,-18.066,-23.438,-45.898,-286.133
1738232989.832,-55.176,-24.902,-27.344,-42.969,-91.309
1738232989.836,-75.195,-31.738,-25.391,-30.762,-106.934
1738232989.840,-84.473,-24.902,-29.297,-35.645,-251.953
1738232989.844,-71.777,-20.996,-27.344,-33.203,-229.980
1738232989.848,-51.758,-29.297,-20.996,-16.113,196.289
1738232989.852,-40.039,-29.785,-19.531,-3.418,196.289
1738232989.855,-61.523,-15.137,-29.785,-24.414,-122.559
1738232989.859,-74.707,-5.371,-40.039,-48.340,-20.020
1738232989.863,-41.504,-10.742,-37.109,-42.969,383.789
1738232989.867,-29.297,-9.277,-35.156,-36.621,270.996
1738232989.871,-24.902,-4.395,-33.691,-23.926,-168.945
1738232989.873,-17.090,-9.766,-40.039,-4.883,52.246
1738232989.877,-19.043,-9.766,-41.992,-19.043,280.273
1738232989.881,-11.719,-7.812,-34.668,-39.551,-91.797
1738232989.885,2.441,-8.301,-34.180,-35.156,-282.715
1738232989.889,3.418,-10.742,-31.738,-23.926,-166.504
1738232989.893,-18.066,-9.277,-29.785,-12.695,20.508
1738232989.897,-24.414,-3.906,-30.762,-18.066,91.309
1738232989.900,-9.766,1.465,-30.273,-43.457,-154.297
1738232989.904,-6.348,-11.230,-27.344,-35.156,-82.520
1738232989.908,-0.488,-21.973,-29.297,-18.555,292.480
1738232989.912,-16.602,-0.488,-24.414,-22.461,-18.066
1738232989.916,-38.086,1.953,-20.996,-24.414,-206.055
1738232989.918,-33.691,-8.789,-19.531,-25.879,-56.152
1738232989.922,-26.367,-4.883,-22.461,-31.738,-59.082
1738232989.926,-19.043,-3.418,-24.414,-35.645,-236.816
1738232989.930,-26.855,-10.742,-22.461,-19.043,-223.633
1738232989.934,-40.039,-12.207,-22.949,-11.230,31.250
1738232989.938,-29.785,-15.137,-16.602,-16.602,33.691
1738232989.942,-15.137,-16.113,-12.207,-7.812,-112.305
1738232989.945,-17.090,-9.277,-17.578,-2.441,-162.598
1738232989.949,-20.508,-10.254,-18.555,-5.859,273.438
1738232989.953,-26.367,-9.766,-24.414,-32.227,228.027
1738232989.957,-18.066,-7.812,-30.762,-62.012,-251.953
1738232989.961,-4.395,-7.324,-26.855,-52.246,-166.504
1738232989.964,-8.789,-13.184,-22.949,-28.320,28.320
1738232989.968,-19.043,-18.066,-20.996,-32.715,17.090
1738232989.972,-29.297,-15.137,-25.391,-32.227,-188.965
1738232989.976,-21.484,-15.137,-30.273,-7.324,-143.555
1738232989.980,-5.371,-13.184,-24.414,-4.395,264.648
1738232989.984,-12.695,-20.996,-17.090,-19.043,159.180
1738232989.988,-34.668,-26.367,-20.996,-22.461,-53.711
1738232989.991,-55.176,-22.461,-24.414,-27.832,68.359
1738232989.995,-43.945,-20.020,-21.973,-28.809,324.707
1738232989.999,-35.156,-11.719,-22.949,-31.738,-75.684
1738232990.003,-25.879,-8.301,-17.090,-31.738,-305.176
1738232990.007,-28.809,-16.602,-15.625,-28.320,-103.516
1738232990.009,-51.270,-20.508,-18.066,-36.133,-154.785
1738232990.013,-50.781,-18.066,-20.020,-50.781,-266.602
1738232990.017,-30.762,-13.672,-27.344,-42.480,-259.766
1738232990.021,-19.043,-12.695,-29.297,-26.367,-37.109
1738232990.025,-22.461,-13.184,-20.996,-31.738,-76.660
1738232990.029,-30.762,-15.137,-20.996,-28.809,-137.207
1738232990.033,-31.738,-16.602,-32.715,-34.180,-46.875
1738232990.036,-12.207,-12.695,-31.738,-28.320,287.598
1738232990.040,0.000,-11.230,-19.531,-20.996,393.066
1738232990.044,-13.672,-12.695,-16.113,-21.484,-130.371
1738232990.048,-30.762,-10.254,-24.902,-32.227,-213.379
1738232990.052,-19.043,-9.277,-29.297,-42.969,-57.129
1738232990.053,-13.184,-10.742,-27.832,-44.922,-89.355
1738232990.057,-31.738,-20.508,-24.902,-35.156,-211.426
1738232990.061,-39.062,-22.461,-25.879,-26.367,-96.191
1738232990.065,-58.105,-27.832,-29.297,-48.340,176.270
1738232990.069,-57.129,-35.645,-35.156,-51.270,-53.711
1738232990.073,-27.832,-21.973,-41.504,-37.598,-189.453
1738232990.077,-25.879,-11.719,-29.785,-29.785,68.848
1738232990.080,-34.180,-24.414,-23.438,-25.391,635.254
1738232990.084,-46.387,-30.762,-38.086,-42.480,318.848
1738232990.088,-45.898,-32.715,-40.527,-59.082,-309.082
1738232990.092,-36.133,-41.016,-35.645,-59.570,-205.566
1738232990.096,-32.227,-30.762,-29.785,-52.246,-174.316
1738232990.131,-27.832,-24.902,-27.344,-39.551,-299.805
1738232990.135,-37.598,-33.203,-50.781,-41.504,-254.395
1738232990.139,-41.504,-24.902,-58.105,-30.273,-42.969
1738232990.143,-27.832,-23.438,-25.391,-40.039,-94.727
1738232990.147,-17.578,-22.949,-12.695,-69.824,-243.164
1738232990.151,-12.207,-27.344,-28.809,-51.758,-23.438
